Índice	IDUNIDADE	METAJUNJUL	DTFIM	ANO
3625	1001012606	16	31/05/2022	2022
3626	3001000055	135	31/05/2022	2022
3627	1001012534	174	31/05/2022	2022
3628	1001012506	19	31/05/2022	2022
3629	3001000079	120	31/05/2022	2022
3630	4201000111	1238	31/05/2022	2022
3631	1001012600	103	31/05/2022	2022
3632	1001012608	9	31/05/2022	2022
3633	1001013121	107	31/05/2022	2022
3634	1001013123	19	31/05/2022	2022
3635	3001000065	90	31/05/2022	2022
3636	3001000201	215	31/05/2022	2022
3637	3001000061	40	31/05/2022	2022
3638	3001013127	3	31/05/2022	2022
3639	3001012624	6	31/05/2022	2022
3640	1001000201	19	31/05/2022	2022
3641	1097010016	51	31/05/2022	2022
3642	1097010018	47	31/05/2022	2022
3643	1097139508	15	31/05/2022	2022
3644	3097011930	24	31/05/2022	2022
3645	1097019012	45	31/05/2022	2022
3646	1080008010	30	31/05/2022	2022
3647	1009015980	90	31/05/2022	2022
3648	1009015982	93	31/05/2022	2022
3649	3009000089	35	31/05/2022	2022
3650	1009083507	101	31/05/2022	2022
3651	1071071001	52	31/05/2022	2022
3652	1104104001	256	31/05/2022	2022
3653	1010016157	93	31/05/2022	2022
3654	1010016159	108	31/05/2022	2022
3655	3010000093	78	31/05/2022	2022
3656	1010023139	28	31/05/2022	2022
3657	1081081001	31	31/05/2022	2022
3658	1011019799	10	31/05/2022	2022
3659	1011013463	39	31/05/2022	2022
3660	1012015439	62	31/05/2022	2022
3661	1012015441	215	31/05/2022	2022
3662	1136021126	61	31/05/2022	2022
3663	1136167508	82	31/05/2022	2022
3664	1136114507	36	31/05/2022	2022
3665	1013014285	76	31/05/2022	2022
3666	1013014287	123	31/05/2022	2022
3667	1013027887	48	31/05/2022	2022
3668	1014014001	109	31/05/2022	2022
3669	1015012327	175	31/05/2022	2022
3670	1015012331	67	31/05/2022	2022
3671	1015012329	149	31/05/2022	2022
3672	1015012333	71	31/05/2022	2022
3673	1015012337	32	31/05/2022	2022
3674	3015017708	0	31/05/2022	2022
3675	1015012335	14	31/05/2022	2022
3676	3015000085	193	31/05/2022	2022
3677	1016019973	26	31/05/2022	2022
3678	1017016557	137	31/05/2022	2022
3679	1017016559	128	31/05/2022	2022
3680	3017000082	93	31/05/2022	2022
3681	1105105001	49	31/05/2022	2022
3682	1018001801	72	31/05/2022	2022
3683	1083083001	76	31/05/2022	2022
3684	1019015341	73	31/05/2022	2022
3685	1107019141	191	31/05/2022	2022
3686	1108144508	98	31/05/2022	2022
3687	1084084001	42	31/05/2022	2022
3688	1109109001	106	31/05/2022	2022
3689	1110020599	108	31/05/2022	2022
3690	1020020001	30	31/05/2022	2022
3691	1021022682	26	31/05/2022	2022
3692	1021015151	100	31/05/2022	2022
3693	1022014836	99	31/05/2022	2022
3694	1085019015	36	31/05/2022	2022
3695	1111026765	65	31/05/2022	2022
3696	1023023001	49	31/05/2022	2022
3697	1024014662	92	31/05/2022	2022
3698	1024014664	106	31/05/2022	2022
3699	3024000094	92	31/05/2022	2022
3700	1024014668	14	31/05/2022	2022
3701	1024014666	114	31/05/2022	2022
3702	1025025001	83	31/05/2022	2022
3703	1112022570	17	31/05/2022	2022
3704	1026026001	148	31/05/2022	2022
3705	1086022346	83	31/05/2022	2022
3706	1087087001	55	31/05/2022	2022
3707	1027015602	66	31/05/2022	2022
3708	1028012012	368	31/05/2022	2022
3709	1028012018	25	31/05/2022	2022
3710	3028000070	108	31/05/2022	2022
3711	1028012014	236	31/05/2022	2022
3712	1028012020	24	31/05/2022	2022
3713	3028000701	115	31/05/2022	2022
3714	1028012016	223	31/05/2022	2022
3715	1028012038	157	31/05/2022	2022
3716	1028012022	66	31/05/2022	2022
3717	3028012036	4	31/05/2022	2022
3718	1028012034	6	31/05/2022	2022
3719	1029015265	49	31/05/2022	2022
3720	1030015518	54	31/05/2022	2022
3721	1133011030	85	31/05/2022	2022
3722	1133011032	103	31/05/2022	2022
3723	3133000087	112	31/05/2022	2022
3724	1133013781	59	31/05/2022	2022
3725	1072072001	69	31/05/2022	2022
3726	1089089001	29	31/05/2022	2022
3727	1067006710	119	31/05/2022	2022
3728	1031014961	154	31/05/2022	2022
3729	1032032001	206	31/05/2022	2022
3730	3033000084	28	31/05/2022	2022
3731	1033016434	67	31/05/2022	2022
3732	1034034001	36	31/05/2022	2022
3733	1115115001	124	31/05/2022	2022
3734	1115168508	24	31/05/2022	2022
3735	1123123001	156	31/05/2022	2022
3736	1035035001	151	31/05/2022	2022
3737	1036036001	74	31/05/2022	2022
3738	1037037001	119	31/05/2022	2022
3739	1038038001	71	31/05/2022	2022
3740	1116021166	112	31/05/2022	2022
3741	1069069001	82	31/05/2022	2022
3742	1039013583	146	31/05/2022	2022
3743	1039013585	208	31/05/2022	2022
3744	1039017016	23	31/05/2022	2022
3745	1039013589	148	31/05/2022	2022
3746	3039088507	82	31/05/2022	2022
3747	1040014567	187	31/05/2022	2022
3748	1040014571	55	31/05/2022	2022
3749	1040014569	206	31/05/2022	2022
3750	1040062507	50	31/05/2022	2022
3751	1040014573	139	31/05/2022	2022
3752	1040277510	114	31/05/2022	2022
3753	3040000062	203	31/05/2022	2022
3754	1041041001	14	31/05/2022	2022
3755	1042016269	83	31/05/2022	2022
3756	1043043001	85	31/05/2022	2022
3757	1075075001	56	31/05/2022	2022
3758	1090090001	67	31/05/2022	2022
3759	1044004401	57	31/05/2022	2022
3760	1045012215	236	31/05/2022	2022
3761	1045012219	188	31/05/2022	2022
3762	3045012319	0	31/05/2022	2022
3763	1045012221	5	31/05/2022	2022
3764	1045012217	167	31/05/2022	2022
3765	3045000092	64	31/05/2022	2022
3766	1047047001	80	31/05/2022	2022
3767	1046016059	135	31/05/2022	2022
3768	1046059507	36	31/05/2022	2022
3769	1073022149	74	31/05/2022	2022
3770	3048000088	31	31/05/2022	2022
3771	1048015687	114	31/05/2022	2022
3772	1091091001	64	31/05/2022	2022
3773	1049013438	53	31/05/2022	2022
3774	1049013442	65	31/05/2022	2022
3775	1049013440	46	31/05/2022	2022
3776	3049000078	66	31/05/2022	2022
3777	1121018919	56	31/05/2022	2022
3778	1057057001	51	31/05/2022	2022
3779	1050005001	133	31/05/2022	2022
3780	1051013957	90	31/05/2022	2022
3781	1051013963	29	31/05/2022	2022
3782	1051013959	134	31/05/2022	2022
3783	1051013967	25	31/05/2022	2022
3784	1051013961	118	31/05/2022	2022
3785	1051013977	22	31/05/2022	2022
3786	1051013965	105	31/05/2022	2022
3787	1051013969	65	31/05/2022	2022
3788	1051013973	161	31/05/2022	2022
3789	3051023299	7	31/05/2022	2022
3790	3051014108	9	31/05/2022	2022
3791	1051013971	5	31/05/2022	2022
3792	1051013979	178	31/05/2022	2022
3793	3051000083	107	31/05/2022	2022
3794	3051000081	188	31/05/2022	2022
3795	1093093001	57	31/05/2022	2022
3796	1094094001	50	31/05/2022	2022
3797	1095095001	22	31/05/2022	2022
3798	1124124001	63	31/05/2022	2022
3799	1052052001	61	31/05/2022	2022
3800	1053053001	131	31/05/2022	2022
3801	1096096001	29	31/05/2022	2022
3802	1125125001	134	31/05/2022	2022
3803	1054054001	89	31/05/2022	2022
3804	3055000076	15	31/05/2022	2022
3805	1055015063	111	31/05/2022	2022
3806	1056056001	40	31/05/2022	2022
3807	1058058001	23	31/05/2022	2022
3808	1059016340	80	31/05/2022	2022
3809	1074074001	109	31/05/2022	2022
3810	1074017868	156	31/05/2022	2022
3811	1128128001	46	31/05/2022	2022
3812	1060015900	114	31/05/2022	2022
3813	1062062001	90	31/05/2022	2022
3814	1061011582	149	31/05/2022	2022
3815	3061350511	39	31/05/2022	2022
3816	1061011584	119	31/05/2022	2022
3817	1061011586	54	31/05/2022	2022
3818	1130130001	74	31/05/2022	2022
3819	1066066001	145	31/05/2022	2022
3820	1063014527	20	31/05/2022	2022
3821	1063014456	76	31/05/2022	2022
3822	1064015820	73	31/05/2022	2022
3823	1131374511	37	31/05/2022	2022
3824	1065065001	138	31/05/2022	2022
3825	1065065002	111	31/05/2022	2022
3826	1065361511	47	31/05/2022	2022
3827	1070011388	109	30/06/2022	2022
3828	1070011390	96	30/06/2022	2022
3829	3070000090	127	30/06/2022	2022
3830	1070011392	99	30/06/2022	2022
3831	1076076001	129	30/06/2022	2022
3832	1002000210	39	30/06/2022	2022
3833	1003003001	134	30/06/2022	2022
3834	1004026445	46	30/06/2022	2022
3835	1004004001	66	30/06/2022	2022
3836	1005011703	78	30/06/2022	2022
3837	1005011707	29	30/06/2022	2022
3838	1005011705	93	30/06/2022	2022
3839	1005011972	82	30/06/2022	2022
3840	1005011711	113	30/06/2022	2022
3841	3005000075	93	30/06/2022	2022
3842	3005011814	2	30/06/2022	2022
3843	3005023099	1	30/06/2022	2022
3844	1005011709	4	30/06/2022	2022
3845	1077077001	30	30/06/2022	2022
3846	1006011106	166	30/06/2022	2022
3847	1006011110	43	30/06/2022	2022
3848	1006011108	141	30/06/2022	2022
3849	3006012001	177	30/06/2022	2022
3850	1006011906	148	30/06/2022	2022
3851	1006011114	44	30/06/2022	2022
3852	1006011118	170	30/06/2022	2022
3853	3006000077	182	30/06/2022	2022
3854	1006026148	147	30/06/2022	2022
3855	1006011122	25	30/06/2022	2022
3856	3006000091	228	30/06/2022	2022
3857	1006022720	198	30/06/2022	2022
3858	1006027447	25	30/06/2022	2022
3859	1006011112	138	30/06/2022	2022
3860	1006011120	48	30/06/2022	2022
3861	3006026674	10	30/06/2022	2022
3862	1006011116	14	30/06/2022	2022
3863	1138025880	69	30/06/2022	2022
3864	1068068001	66	30/06/2022	2022
3865	1100100001	29	30/06/2022	2022
3866	1007007001	125	30/06/2022	2022
3867	1008011826	154	30/06/2022	2022
3868	1008011832	111	30/06/2022	2022
3869	1008011830	81	30/06/2022	2022
3870	1001012526	373	30/06/2022	2022
3871	1001012610	16	30/06/2022	2022
3872	3001000072	136	30/06/2022	2022
3873	1001012530	175	30/06/2022	2022
3874	1001012498	20	30/06/2022	2022
3875	3001000020	222	30/06/2022	2022
3876	1001012548	138	30/06/2022	2022
3877	1001012570	19	30/06/2022	2022
3878	3001000022	157	30/06/2022	2022
3879	1001012542	119	30/06/2022	2022
3880	1001012594	11	30/06/2022	2022
3881	1001027165	104	30/06/2022	2022
3882	1001000099	105	30/06/2022	2022
3883	1001012524	113	30/06/2022	2022
3884	1001013129	56	30/06/2022	2022
3885	1001012512	23	30/06/2022	2022
3886	1001013119	19	30/06/2022	2022
3887	1001012602	82	30/06/2022	2022
3888	1001012596	23	30/06/2022	2022
3889	1001012588	1231	30/06/2022	2022
3890	1001012494	102	30/06/2022	2022
3891	1001012528	158	30/06/2022	2022
3892	1001012620	172	30/06/2022	2022
3893	3001000010	135	30/06/2022	2022
3894	3001000678	709	30/06/2022	2022
3895	3001012616	5	30/06/2022	2022
3896	1001012516	7	30/06/2022	2022
3897	1001012502	177	30/06/2022	2022
3898	1001014622	39	30/06/2022	2022
3899	1001012514	34	30/06/2022	2022
3900	1001013125	27	30/06/2022	2022
3901	1001012488	32	30/06/2022	2022
3902	1001319510	29	30/06/2022	2022
3903	1001012590	1273	30/06/2022	2022
3904	1001012546	95	30/06/2022	2022
3905	1001012574	189	30/06/2022	2022
3906	1001012598	132	30/06/2022	2022
3907	3001000074	144	30/06/2022	2022
3908	3001000679	476	30/06/2022	2022
3909	3001012592	8	30/06/2022	2022
3910	1001012550	7	30/06/2022	2022
3911	1001012566	131	30/06/2022	2022
3912	1001012508	26	30/06/2022	2022
3913	1001014620	114	30/06/2022	2022
3914	1001025680	22	30/06/2022	2022
3915	1001012578	265	30/06/2022	2022
3916	1001012492	95	30/06/2022	2022
3917	1001012586	219	30/06/2022	2022
3918	1001013863	166	30/06/2022	2022
3919	3001000063	158	30/06/2022	2022
3920	3001012522	10	30/06/2022	2022
3921	1001012556	7	30/06/2022	2022
3922	1001012532	220	30/06/2022	2022
3923	1001012510	21	30/06/2022	2022
3924	1001012490	97	30/06/2022	2022
3925	1001025621	224	30/06/2022	2022
3926	3001000071	128	30/06/2022	2022
3927	3001012572	10	30/06/2022	2022
3928	1001041508	11	30/06/2022	2022
3929	1001012518	500	30/06/2022	2022
3930	1001012562	23	30/06/2022	2022
3931	1001156508	28	30/06/2022	2022
3932	1001012558	92	30/06/2022	2022
3933	3001000073	117	30/06/2022	2022
3934	1001012540	215	30/06/2022	2022
3935	1001012554	22	30/06/2022	2022
3936	1001012552	111	30/06/2022	2022
3937	3001000045	172	30/06/2022	2022
3938	1001012520	144	30/06/2022	2022
3939	1001012496	15	30/06/2022	2022
3940	1001012538	88	30/06/2022	2022
3941	3001000050	125	30/06/2022	2022
3942	1001012536	133	30/06/2022	2022
3943	1001012606	19	30/06/2022	2022
3944	3001000055	140	30/06/2022	2022
3945	1001012534	162	30/06/2022	2022
3946	1001012506	19	30/06/2022	2022
3947	3001000079	123	30/06/2022	2022
3948	4201000111	1267	30/06/2022	2022
3949	1001012600	106	30/06/2022	2022
3950	1001012608	12	30/06/2022	2022
3951	1001013121	107	30/06/2022	2022
3952	1001013123	17	30/06/2022	2022
3953	3001000065	90	30/06/2022	2022
3954	3001000201	234	30/06/2022	2022
3955	3001000061	39	30/06/2022	2022
3956	3001013127	3	30/06/2022	2022
3957	3001012624	18	30/06/2022	2022
3958	1001000201	24	30/06/2022	2022
3959	1097010016	52	30/06/2022	2022
3960	1097010018	46	30/06/2022	2022
3961	1097139508	15	30/06/2022	2022
3962	3097011930	21	30/06/2022	2022
3963	1097019012	53	30/06/2022	2022
3964	1080008010	32	30/06/2022	2022
3965	1009015980	101	30/06/2022	2022
3966	1009015982	91	30/06/2022	2022
3967	3009000089	35	30/06/2022	2022
3968	1009083507	96	30/06/2022	2022
3969	1071071001	54	30/06/2022	2022
3970	1104104001	243	30/06/2022	2022
3971	1010016157	103	30/06/2022	2022
3972	1010016159	119	30/06/2022	2022
3973	3010000093	74	30/06/2022	2022
3974	1010023139	32	30/06/2022	2022
3975	1081081001	34	30/06/2022	2022
3976	1011019799	9	30/06/2022	2022
3977	1011013463	40	30/06/2022	2022
3978	1012015439	61	30/06/2022	2022
3979	1012015441	206	30/06/2022	2022
3980	1136021126	61	30/06/2022	2022
3981	1136167508	80	30/06/2022	2022
3982	1136114507	37	30/06/2022	2022
3983	1013014285	72	30/06/2022	2022
3984	1013014287	113	30/06/2022	2022
3985	1013027887	46	30/06/2022	2022
3986	1014014001	110	30/06/2022	2022
3987	1015012327	162	30/06/2022	2022
3988	1015012331	69	30/06/2022	2022
3989	1015012329	147	30/06/2022	2022
3990	1015012333	76	30/06/2022	2022
3991	1015012337	34	30/06/2022	2022
3992	3015017708	0	30/06/2022	2022
3993	1015012335	14	30/06/2022	2022
3994	3015000085	191	30/06/2022	2022
3995	1016019973	27	30/06/2022	2022
3996	1017016557	126	30/06/2022	2022
3997	1017016559	118	30/06/2022	2022
3998	3017000082	94	30/06/2022	2022
3999	1105105001	52	30/06/2022	2022
4000	1018001801	68	30/06/2022	2022
4001	1083083001	78	30/06/2022	2022
4002	1019015341	72	30/06/2022	2022
4003	1107019141	196	30/06/2022	2022
4004	1108144508	94	30/06/2022	2022
4005	1084084001	43	30/06/2022	2022
4006	1109109001	106	30/06/2022	2022
4007	1110020599	109	30/06/2022	2022
4008	1020020001	32	30/06/2022	2022
4009	1021022682	30	30/06/2022	2022
4010	1021015151	103	30/06/2022	2022
4011	1022014836	97	30/06/2022	2022
4012	1085019015	28	30/06/2022	2022
4013	1111026765	68	30/06/2022	2022
4014	1023023001	54	30/06/2022	2022
4015	1024014662	92	30/06/2022	2022
4016	1024014664	106	30/06/2022	2022
4017	3024000094	90	30/06/2022	2022
4018	1024014668	15	30/06/2022	2022
4019	1024014666	118	30/06/2022	2022
4020	1025025001	88	30/06/2022	2022
4021	1112022570	22	30/06/2022	2022
4022	1026026001	140	30/06/2022	2022
4023	1086022346	88	30/06/2022	2022
4024	1087087001	51	30/06/2022	2022
4025	1027015602	70	30/06/2022	2022
4026	1028012012	353	30/06/2022	2022
4027	1028012018	31	30/06/2022	2022
4028	3028000070	117	30/06/2022	2022
4029	1028012014	279	30/06/2022	2022
4030	1028012020	30	30/06/2022	2022
4031	3028000701	126	30/06/2022	2022
4032	1028012016	210	30/06/2022	2022
4033	1028012038	152	30/06/2022	2022
4034	1028012022	66	30/06/2022	2022
4035	3028012036	4	30/06/2022	2022
4036	1028012034	5	30/06/2022	2022
4037	1029015265	50	30/06/2022	2022
4038	1030015518	54	30/06/2022	2022
4039	1133011030	91	30/06/2022	2022
4040	1133011032	112	30/06/2022	2022
4041	3133000087	119	30/06/2022	2022
4042	1133013781	65	30/06/2022	2022
4043	1072072001	69	30/06/2022	2022
4044	1089089001	30	30/06/2022	2022
4045	1067006710	122	30/06/2022	2022
4046	1031014961	152	30/06/2022	2022
4047	1032032001	206	30/06/2022	2022
4048	3033000084	28	30/06/2022	2022
4049	1033016434	60	30/06/2022	2022
4050	1034034001	36	30/06/2022	2022
4051	1115115001	113	30/06/2022	2022
4052	1115168508	25	30/06/2022	2022
4053	1123123001	172	30/06/2022	2022
4054	1035035001	161	30/06/2022	2022
4055	1036036001	78	30/06/2022	2022
4056	1037037001	122	30/06/2022	2022
4057	1038038001	73	30/06/2022	2022
4058	1116021166	100	30/06/2022	2022
4059	1069069001	80	30/06/2022	2022
4060	1039013583	148	30/06/2022	2022
4061	1039013585	207	30/06/2022	2022
4062	1039017016	23	30/06/2022	2022
4063	1039013589	148	30/06/2022	2022
4064	3039088507	88	30/06/2022	2022
4065	1040014567	176	30/06/2022	2022
4066	1040014571	73	30/06/2022	2022
4067	1040014569	202	30/06/2022	2022
4068	1040062507	66	30/06/2022	2022
4069	1040014573	136	30/06/2022	2022
4070	1040277510	111	30/06/2022	2022
4071	3040000062	205	30/06/2022	2022
4072	1041041001	12	30/06/2022	2022
4073	1042016269	86	30/06/2022	2022
4074	1043043001	90	30/06/2022	2022
4075	1075075001	68	30/06/2022	2022
4076	1090090001	62	30/06/2022	2022
4077	1044004401	57	30/06/2022	2022
4078	1045012215	226	30/06/2022	2022
4079	1045012219	192	30/06/2022	2022
4080	3045012319	0	30/06/2022	2022
4081	1045012221	4	30/06/2022	2022
4082	1045012217	175	30/06/2022	2022
4083	3045000092	61	30/06/2022	2022
4084	1047047001	83	30/06/2022	2022
4085	1046016059	135	30/06/2022	2022
4086	1046059507	37	30/06/2022	2022
4087	1073022149	71	30/06/2022	2022
4088	3048000088	33	30/06/2022	2022
4089	1048015687	113	30/06/2022	2022
4090	1091091001	71	30/06/2022	2022
4091	1049013438	54	30/06/2022	2022
4092	1049013442	68	30/06/2022	2022
4093	1049013440	51	30/06/2022	2022
4094	3049000078	64	30/06/2022	2022
4095	1121018919	61	30/06/2022	2022
4096	1057057001	50	30/06/2022	2022
4097	1050005001	124	30/06/2022	2022
4098	1051013957	92	30/06/2022	2022
4099	1051013963	29	30/06/2022	2022
4100	1051013959	135	30/06/2022	2022
4101	1051013967	29	30/06/2022	2022
4102	1051013961	116	30/06/2022	2022
4103	1051013977	21	30/06/2022	2022
4104	1051013965	113	30/06/2022	2022
4105	1051013969	66	30/06/2022	2022
4106	1051013973	161	30/06/2022	2022
4107	3051023299	18	30/06/2022	2022
4108	3051014108	8	30/06/2022	2022
4109	1051013971	6	30/06/2022	2022
4110	1051013979	179	30/06/2022	2022
4111	3051000083	107	30/06/2022	2022
4112	3051000081	185	30/06/2022	2022
4113	1093093001	57	30/06/2022	2022
4114	1094094001	49	30/06/2022	2022
4115	1095095001	25	30/06/2022	2022
4116	1124124001	67	30/06/2022	2022
4117	1052052001	59	30/06/2022	2022
4118	1053053001	143	30/06/2022	2022
4119	1096096001	30	30/06/2022	2022
4120	1125125001	138	30/06/2022	2022
4121	1054054001	84	30/06/2022	2022
4122	3055000076	17	30/06/2022	2022
4123	1055015063	137	30/06/2022	2022
4124	1056056001	39	30/06/2022	2022
4125	1058058001	24	30/06/2022	2022
4126	1059016340	84	30/06/2022	2022
4127	1074074001	113	30/06/2022	2022
4128	1074017868	136	30/06/2022	2022
4129	1128128001	50	30/06/2022	2022
4130	1060015900	121	30/06/2022	2022
4131	1062062001	90	30/06/2022	2022
4132	1061011582	154	30/06/2022	2022
4133	3061350511	39	30/06/2022	2022
4134	1061011584	131	30/06/2022	2022
4135	1061011586	65	30/06/2022	2022
4136	1130130001	80	30/06/2022	2022
4137	1066066001	147	30/06/2022	2022
4138	1063014527	23	30/06/2022	2022
4139	1063014456	77	30/06/2022	2022
4140	1064015820	76	30/06/2022	2022
4141	1131374511	29	30/06/2022	2022
4142	1065065001	128	30/06/2022	2022
4143	1065065002	106	30/06/2022	2022
4144	1065361511	43	30/06/2022	2022
4145	1070011388	109	31/07/2022	2022
4146	1070011390	96	31/07/2022	2022
4147	3070000090	127	31/07/2022	2022
4148	1070011392	99	31/07/2022	2022
4149	1076076001	129	31/07/2022	2022
4150	1002000210	39	31/07/2022	2022
4151	1003003001	134	31/07/2022	2022
4152	1004026445	46	31/07/2022	2022
4153	1004004001	66	31/07/2022	2022
4154	1005011703	78	31/07/2022	2022
4155	1005011707	29	31/07/2022	2022
4156	1005011705	93	31/07/2022	2022
4157	1005011972	82	31/07/2022	2022
4158	1005011711	113	31/07/2022	2022
4159	3005000075	93	31/07/2022	2022
4160	3005011814	2	31/07/2022	2022
4161	3005023099	1	31/07/2022	2022
4162	1005011709	4	31/07/2022	2022
4163	1077077001	30	31/07/2022	2022
4164	1006011106	166	31/07/2022	2022
4165	1006011110	43	31/07/2022	2022
4166	1006011108	141	31/07/2022	2022
4167	3006012001	177	31/07/2022	2022
4168	1006011906	148	31/07/2022	2022
4169	1006011114	44	31/07/2022	2022
4170	1006011118	170	31/07/2022	2022
4171	3006000077	182	31/07/2022	2022
4172	1006026148	147	31/07/2022	2022
4173	1006011122	25	31/07/2022	2022
4174	3006000091	228	31/07/2022	2022
4175	1006022720	198	31/07/2022	2022
4176	1006027447	25	31/07/2022	2022
4177	1006011112	138	31/07/2022	2022
4178	1006011120	48	31/07/2022	2022
4179	3006026674	10	31/07/2022	2022
4180	1006011116	14	31/07/2022	2022
4181	1138025880	69	31/07/2022	2022
4182	1068068001	66	31/07/2022	2022
4183	1100100001	29	31/07/2022	2022
4184	1007007001	125	31/07/2022	2022
4185	1008011826	154	31/07/2022	2022
4186	1008011832	111	31/07/2022	2022
4187	1008011830	81	31/07/2022	2022
4188	1001012526	373	31/07/2022	2022
4189	1001012610	16	31/07/2022	2022
4190	3001000072	136	31/07/2022	2022
4191	1001012530	175	31/07/2022	2022
4192	1001012498	20	31/07/2022	2022
4193	3001000020	222	31/07/2022	2022
4194	1001012548	138	31/07/2022	2022
4195	1001012570	19	31/07/2022	2022
4196	3001000022	157	31/07/2022	2022
4197	1001012542	119	31/07/2022	2022
4198	1001012594	11	31/07/2022	2022
4199	1001027165	104	31/07/2022	2022
4200	1001000099	105	31/07/2022	2022
4201	1001012524	113	31/07/2022	2022
4202	1001013129	56	31/07/2022	2022
4203	1001012512	23	31/07/2022	2022
4204	1001013119	19	31/07/2022	2022
4205	1001012602	82	31/07/2022	2022
4206	1001012596	23	31/07/2022	2022
4207	1001012588	1231	31/07/2022	2022
4208	1001012494	102	31/07/2022	2022
4209	1001012528	158	31/07/2022	2022
4210	1001012620	172	31/07/2022	2022
4211	3001000010	135	31/07/2022	2022
4212	3001000678	709	31/07/2022	2022
4213	3001012616	5	31/07/2022	2022
4214	1001012516	7	31/07/2022	2022
4215	1001012502	177	31/07/2022	2022
4216	1001014622	39	31/07/2022	2022
4217	1001012514	34	31/07/2022	2022
4218	1001013125	27	31/07/2022	2022
4219	1001012488	32	31/07/2022	2022
4220	1001319510	29	31/07/2022	2022
4221	1001012590	1273	31/07/2022	2022
4222	1001012546	95	31/07/2022	2022
4223	1001012574	189	31/07/2022	2022
4224	1001012598	132	31/07/2022	2022
4225	3001000074	144	31/07/2022	2022
4226	3001000679	476	31/07/2022	2022
4227	3001012592	8	31/07/2022	2022
4228	1001012550	7	31/07/2022	2022
4229	1001012566	131	31/07/2022	2022
4230	1001012508	26	31/07/2022	2022
4231	1001014620	114	31/07/2022	2022
4232	1001025680	22	31/07/2022	2022
4233	1001012578	265	31/07/2022	2022
4234	1001012492	95	31/07/2022	2022
4235	1001012586	219	31/07/2022	2022
4236	1001013863	166	31/07/2022	2022
4237	3001000063	158	31/07/2022	2022
4238	3001012522	10	31/07/2022	2022
4239	1001012556	7	31/07/2022	2022
4240	1001012532	220	31/07/2022	2022
4241	1001012510	21	31/07/2022	2022
4242	1001012490	97	31/07/2022	2022
4243	1001025621	224	31/07/2022	2022
4244	3001000071	128	31/07/2022	2022
4245	3001012572	10	31/07/2022	2022
4246	1001041508	11	31/07/2022	2022
4247	1001012518	500	31/07/2022	2022
4248	1001012562	23	31/07/2022	2022
4249	1001156508	28	31/07/2022	2022
4250	1001012558	92	31/07/2022	2022
4251	3001000073	117	31/07/2022	2022
4252	1001012540	215	31/07/2022	2022
4253	1001012554	22	31/07/2022	2022
4254	1001012552	111	31/07/2022	2022
4255	3001000045	172	31/07/2022	2022
4256	1001012520	144	31/07/2022	2022
4257	1001012496	15	31/07/2022	2022
4258	1001012538	88	31/07/2022	2022
4259	3001000050	125	31/07/2022	2022
4260	1001012536	133	31/07/2022	2022
4261	1001012606	19	31/07/2022	2022
4262	3001000055	140	31/07/2022	2022
4263	1001012534	162	31/07/2022	2022
4264	1001012506	19	31/07/2022	2022
4265	3001000079	123	31/07/2022	2022
4266	4201000111	1267	31/07/2022	2022
4267	1001012600	106	31/07/2022	2022
4268	1001012608	12	31/07/2022	2022
4269	1001013121	107	31/07/2022	2022
4270	1001013123	17	31/07/2022	2022
4271	3001000065	90	31/07/2022	2022
4272	3001000201	234	31/07/2022	2022
4273	3001000061	39	31/07/2022	2022
4274	3001013127	3	31/07/2022	2022
4275	3001012624	18	31/07/2022	2022
4276	1001000201	24	31/07/2022	2022
4277	1097010016	52	31/07/2022	2022
4278	1097010018	46	31/07/2022	2022
4279	1097139508	15	31/07/2022	2022
4280	3097011930	21	31/07/2022	2022
4281	1097019012	53	31/07/2022	2022
4282	1080008010	32	31/07/2022	2022
4283	1009015980	101	31/07/2022	2022
4284	1009015982	91	31/07/2022	2022
4285	3009000089	35	31/07/2022	2022
4286	1009083507	96	31/07/2022	2022
4287	1071071001	54	31/07/2022	2022
4288	1104104001	243	31/07/2022	2022
4289	1010016157	103	31/07/2022	2022
4290	1010016159	119	31/07/2022	2022
4291	3010000093	74	31/07/2022	2022
4292	1010023139	32	31/07/2022	2022
4293	1081081001	34	31/07/2022	2022
4294	1011019799	9	31/07/2022	2022
4295	1011013463	40	31/07/2022	2022
4296	1012015439	61	31/07/2022	2022
4297	1012015441	206	31/07/2022	2022
4298	1136021126	61	31/07/2022	2022
4299	1136167508	80	31/07/2022	2022
4300	1136114507	37	31/07/2022	2022
4301	1013014285	72	31/07/2022	2022
4302	1013014287	113	31/07/2022	2022
4303	1013027887	46	31/07/2022	2022
4304	1014014001	110	31/07/2022	2022
4305	1015012327	162	31/07/2022	2022
4306	1015012331	69	31/07/2022	2022
4307	1015012329	147	31/07/2022	2022
4308	1015012333	76	31/07/2022	2022
4309	1015012337	34	31/07/2022	2022
4310	3015017708	0	31/07/2022	2022
4311	1015012335	14	31/07/2022	2022
4312	3015000085	191	31/07/2022	2022
4313	1016019973	27	31/07/2022	2022
4314	1017016557	126	31/07/2022	2022
4315	1017016559	118	31/07/2022	2022
4316	3017000082	94	31/07/2022	2022
4317	1105105001	52	31/07/2022	2022
4318	1018001801	68	31/07/2022	2022
4319	1083083001	78	31/07/2022	2022
4320	1019015341	72	31/07/2022	2022
4321	1107019141	196	31/07/2022	2022
4322	1108144508	94	31/07/2022	2022
