Índice	IDUNIDADE	METAJUNJUL	DTFIM	ANO
2927	1001000099	141	31/03/2022	2022
2928	1001012524	120	31/03/2022	2022
2929	1001013129	55	31/03/2022	2022
2930	1001012512	23	31/03/2022	2022
2931	1001013119	17	31/03/2022	2022
2932	1001012602	78	31/03/2022	2022
2933	1001012596	22	31/03/2022	2022
2934	1001012588	891	31/03/2022	2022
2935	1001012494	107	31/03/2022	2022
2936	1001012528	182	31/03/2022	2022
2937	1001012620	161	31/03/2022	2022
2938	3001000010	130	31/03/2022	2022
2939	3001000678	758	31/03/2022	2022
2940	3001012616	7	31/03/2022	2022
2941	1001012516	6	31/03/2022	2022
2942	1001012502	196	31/03/2022	2022
2943	1001014622	42	31/03/2022	2022
2944	1001012514	30	31/03/2022	2022
2945	1001013125	25	31/03/2022	2022
2946	1001012488	32	31/03/2022	2022
2947	1001319510	30	31/03/2022	2022
2948	1001012590	881	31/03/2022	2022
2949	1001012546	106	31/03/2022	2022
2950	1001012574	225	31/03/2022	2022
2951	1001012598	155	31/03/2022	2022
2952	3001000074	140	31/03/2022	2022
2953	3001000679	530	31/03/2022	2022
2954	3001012592	8	31/03/2022	2022
2955	1001012550	5	31/03/2022	2022
2956	1001012566	145	31/03/2022	2022
2957	1001012508	25	31/03/2022	2022
2958	1001014620	111	31/03/2022	2022
2959	1001025680	24	31/03/2022	2022
2960	1001012578	241	31/03/2022	2022
2961	1001012492	123	31/03/2022	2022
2962	1001012586	182	31/03/2022	2022
2963	1001013863	153	31/03/2022	2022
2964	3001000063	165	31/03/2022	2022
2965	3001012522	10	31/03/2022	2022
2966	1001012556	7	31/03/2022	2022
2967	1001012532	219	31/03/2022	2022
2968	1001012510	23	31/03/2022	2022
2969	1001025683	8	31/03/2022	2022
2970	1001012490	97	31/03/2022	2022
2971	1001025621	187	31/03/2022	2022
2972	3001000071	131	31/03/2022	2022
2973	3001012572	12	31/03/2022	2022
2974	1001041508	14	31/03/2022	2022
2975	1001012518	533	31/03/2022	2022
2976	1001012562	26	31/03/2022	2022
2977	1001156508	31	31/03/2022	2022
2978	1001012558	102	31/03/2022	2022
2979	3001000073	119	31/03/2022	2022
2980	1001012540	233	31/03/2022	2022
2981	1001012554	20	31/03/2022	2022
2982	1001012552	125	31/03/2022	2022
2983	3001000045	170	31/03/2022	2022
2984	1001012520	143	31/03/2022	2022
2985	1001012496	13	31/03/2022	2022
2986	1001012538	90	31/03/2022	2022
2987	3001000050	126	31/03/2022	2022
2988	1001012536	146	31/03/2022	2022
2989	1001012606	16	31/03/2022	2022
2990	3001000055	138	31/03/2022	2022
2991	1001012534	166	31/03/2022	2022
2992	1001012506	20	31/03/2022	2022
2993	3001000079	117	31/03/2022	2022
2994	4201000111	1303	31/03/2022	2022
2995	1001012600	112	31/03/2022	2022
2996	1001012608	10	31/03/2022	2022
2997	1001013121	109	31/03/2022	2022
2998	1001013123	29	31/03/2022	2022
2999	3001000065	96	31/03/2022	2022
3000	3001000201	213	31/03/2022	2022
3001	3001000061	40	31/03/2022	2022
3002	3001013127	3	31/03/2022	2022
3003	3001012624	6	31/03/2022	2022
3004	1001000201	21	31/03/2022	2022
3005	1097010016	57	31/03/2022	2022
3006	1097010018	50	31/03/2022	2022
3007	1097139508	15	31/03/2022	2022
3008	3097011930	32	31/03/2022	2022
3009	1097019012	52	31/03/2022	2022
3010	1080008010	32	31/03/2022	2022
3011	1009015980	92	31/03/2022	2022
3012	1009015982	98	31/03/2022	2022
3013	3009000089	35	31/03/2022	2022
3014	1009083507	104	31/03/2022	2022
3015	1071071001	56	31/03/2022	2022
3016	1104104001	254	31/03/2022	2022
3017	1010016157	106	31/03/2022	2022
3018	1010016159	108	31/03/2022	2022
3019	3010000093	75	31/03/2022	2022
3020	1010023139	27	31/03/2022	2022
3021	1081081001	30	31/03/2022	2022
3022	1011019799	9	31/03/2022	2022
3023	1011013463	40	31/03/2022	2022
3024	1012015439	73	31/03/2022	2022
3025	1012015441	222	31/03/2022	2022
3026	1136021126	63	31/03/2022	2022
3027	1136167508	80	31/03/2022	2022
3028	1136114507	40	31/03/2022	2022
3029	1013014285	78	31/03/2022	2022
3030	1013014287	126	31/03/2022	2022
3031	1013027887	52	31/03/2022	2022
3032	1014014001	113	31/03/2022	2022
3033	1015012327	197	31/03/2022	2022
3034	1015012331	68	31/03/2022	2022
3035	1015012329	162	31/03/2022	2022
3036	1015012333	75	31/03/2022	2022
3037	1015012337	32	31/03/2022	2022
3038	3015017708	13	31/03/2022	2022
3039	1015012335	13	31/03/2022	2022
3040	3015000085	183	31/03/2022	2022
3041	1016019973	47	31/03/2022	2022
3042	1017016557	159	31/03/2022	2022
3043	1017016559	134	31/03/2022	2022
3044	3017000082	100	31/03/2022	2022
3045	1105105001	50	31/03/2022	2022
3046	1018001801	78	31/03/2022	2022
3047	1083083001	82	31/03/2022	2022
3048	1019015341	78	31/03/2022	2022
3049	1107019141	191	31/03/2022	2022
3050	1108144508	99	31/03/2022	2022
3051	1084084001	42	31/03/2022	2022
3052	1109109001	104	31/03/2022	2022
3053	1110020599	107	31/03/2022	2022
3054	1020020001	31	31/03/2022	2022
3055	1021022682	27	31/03/2022	2022
3056	1021015151	100	31/03/2022	2022
3057	1022014836	99	31/03/2022	2022
3058	1085019015	45	31/03/2022	2022
3059	1111026765	62	31/03/2022	2022
3060	1023023001	53	31/03/2022	2022
3061	1024014662	92	31/03/2022	2022
3062	1024014664	112	31/03/2022	2022
3063	3024000094	88	31/03/2022	2022
3064	1024014668	16	31/03/2022	2022
3065	1024014666	117	31/03/2022	2022
3066	1025025001	96	31/03/2022	2022
3067	1112022570	19	31/03/2022	2022
3068	1026026001	147	31/03/2022	2022
3069	1086022346	84	31/03/2022	2022
3070	1087087001	60	31/03/2022	2022
3071	1027015602	69	31/03/2022	2022
3072	1028012012	378	31/03/2022	2022
3073	1028012018	27	31/03/2022	2022
3074	3028000070	103	31/03/2022	2022
3075	1028012014	231	31/03/2022	2022
3076	1028012020	25	31/03/2022	2022
3077	3028000701	113	31/03/2022	2022
3078	1028012016	230	31/03/2022	2022
3079	1028012038	177	31/03/2022	2022
3080	1028012022	68	31/03/2022	2022
3081	3028012036	5	31/03/2022	2022
3082	1028012034	7	31/03/2022	2022
3083	1029015265	54	31/03/2022	2022
3084	1030015518	57	31/03/2022	2022
3085	1133011030	87	31/03/2022	2022
3086	1133011032	100	31/03/2022	2022
3087	3133000087	106	31/03/2022	2022
3088	1133013781	67	31/03/2022	2022
3089	1072072001	72	31/03/2022	2022
3090	1089089001	29	31/03/2022	2022
3091	1067006710	103	31/03/2022	2022
3092	1031014961	144	31/03/2022	2022
3093	1032032001	219	31/03/2022	2022
3094	3033000084	33	31/03/2022	2022
3095	1033016434	86	31/03/2022	2022
3096	1034034001	30	31/03/2022	2022
3097	1115115001	134	31/03/2022	2022
3098	1115168508	39	31/03/2022	2022
3099	1123123001	175	31/03/2022	2022
3100	1035035001	158	31/03/2022	2022
3101	1036036001	73	31/03/2022	2022
3102	1037037001	126	31/03/2022	2022
3103	1038038001	74	31/03/2022	2022
3104	1116021166	124	31/03/2022	2022
3105	1069069001	88	31/03/2022	2022
3106	1039013583	144	31/03/2022	2022
3107	1039013585	219	31/03/2022	2022
3108	1039017016	22	31/03/2022	2022
3109	1039013589	148	31/03/2022	2022
3110	3039088507	85	31/03/2022	2022
3111	1040014567	194	31/03/2022	2022
3112	1040014571	63	31/03/2022	2022
3113	1040014569	204	31/03/2022	2022
3114	1040062507	50	31/03/2022	2022
3115	1040014573	177	31/03/2022	2022
3116	1040277510	102	31/03/2022	2022
3117	3040000062	223	31/03/2022	2022
3118	1041041001	14	31/03/2022	2022
3119	1042016269	86	31/03/2022	2022
3120	1043043001	85	31/03/2022	2022
3121	1075075001	69	31/03/2022	2022
3122	1090090001	78	31/03/2022	2022
3123	1044004401	61	31/03/2022	2022
3124	1045012215	264	31/03/2022	2022
3125	1045012219	210	31/03/2022	2022
3126	3045012319	0	31/03/2022	2022
3127	1045012221	9	31/03/2022	2022
3128	1045012217	169	31/03/2022	2022
3129	3045000092	67	31/03/2022	2022
3130	1047047001	79	31/03/2022	2022
3131	1046016059	142	31/03/2022	2022
3132	1046059507	40	31/03/2022	2022
3133	1073022149	81	31/03/2022	2022
3134	3048000088	31	31/03/2022	2022
3135	1048015687	120	31/03/2022	2022
3136	1091091001	71	31/03/2022	2022
3137	1049013438	56	31/03/2022	2022
3138	1049013442	65	31/03/2022	2022
3139	1049013440	49	31/03/2022	2022
3140	3049000078	67	31/03/2022	2022
3141	1121018919	68	31/03/2022	2022
3142	1057057001	57	31/03/2022	2022
3143	1050005001	137	31/03/2022	2022
3144	1051013957	93	31/03/2022	2022
3145	1051013963	35	31/03/2022	2022
3146	1051013959	144	31/03/2022	2022
3147	1051013967	27	31/03/2022	2022
3148	1051013961	120	31/03/2022	2022
3149	1051013977	25	31/03/2022	2022
3150	1051013965	106	31/03/2022	2022
3151	1051013969	67	31/03/2022	2022
3152	1051013973	171	31/03/2022	2022
3153	3051023299	6	31/03/2022	2022
3154	3051014108	8	31/03/2022	2022
3155	1051013971	5	31/03/2022	2022
3156	1051013979	192	31/03/2022	2022
3157	3051000083	109	31/03/2022	2022
3158	3051000081	187	31/03/2022	2022
3159	1093093001	64	31/03/2022	2022
3160	1094094001	54	31/03/2022	2022
3161	1095095001	24	31/03/2022	2022
3162	1124124001	67	31/03/2022	2022
3163	1052052001	65	31/03/2022	2022
3164	1053053001	139	31/03/2022	2022
3165	1096096001	33	31/03/2022	2022
3166	1125125001	149	31/03/2022	2022
3167	1054054001	96	31/03/2022	2022
3168	3055000076	13	31/03/2022	2022
3169	1055015063	115	31/03/2022	2022
3170	1056056001	42	31/03/2022	2022
3171	1058058001	22	31/03/2022	2022
3172	1059016340	82	31/03/2022	2022
3173	1074074001	115	31/03/2022	2022
3174	1074017868	165	31/03/2022	2022
3175	1128128001	51	31/03/2022	2022
3176	1060015900	115	31/03/2022	2022
3177	1062062001	101	31/03/2022	2022
3178	1061011582	154	31/03/2022	2022
3179	3061350511	43	31/03/2022	2022
3180	1061011584	124	31/03/2022	2022
3181	1061011586	64	31/03/2022	2022
3182	1130130001	77	31/03/2022	2022
3183	1066066001	148	31/03/2022	2022
3184	1063014527	22	31/03/2022	2022
3185	1063014456	82	31/03/2022	2022
3186	1064015820	74	31/03/2022	2022
3187	1131374511	52	31/03/2022	2022
3188	1065065001	141	31/03/2022	2022
3189	1065065002	122	31/03/2022	2022
3190	1065361511	51	31/03/2022	2022
3191	1070011388	109	30/04/2022	2022
3192	1070011390	98	30/04/2022	2022
3193	3070000090	122	30/04/2022	2022
3194	1070011392	83	30/04/2022	2022
3195	1076076001	124	30/04/2022	2022
3196	1002000210	38	30/04/2022	2022
3197	1003003001	138	30/04/2022	2022
3198	1004026445	47	30/04/2022	2022
3199	1004004001	69	30/04/2022	2022
3200	1005011703	84	30/04/2022	2022
3201	1005011707	25	30/04/2022	2022
3202	1005011705	105	30/04/2022	2022
3203	1005011972	86	30/04/2022	2022
3204	1005011711	116	30/04/2022	2022
3205	3005000075	96	30/04/2022	2022
3206	3005011814	0	30/04/2022	2022
3207	3005023099	0	30/04/2022	2022
3208	1005011709	4	30/04/2022	2022
3209	1077077001	30	30/04/2022	2022
3210	1006011106	163	30/04/2022	2022
3211	1006011110	48	30/04/2022	2022
3212	1006011108	145	30/04/2022	2022
3213	3006012001	182	30/04/2022	2022
3214	1006011906	150	30/04/2022	2022
3215	1006011114	45	30/04/2022	2022
3216	1006011118	175	30/04/2022	2022
3217	3006000077	189	30/04/2022	2022
3218	1006026148	137	30/04/2022	2022
3219	1006011122	23	30/04/2022	2022
3220	3006000091	223	30/04/2022	2022
3221	1006022720	202	30/04/2022	2022
3222	1006027447	22	30/04/2022	2022
3223	1006011112	132	30/04/2022	2022
3224	1006011120	47	30/04/2022	2022
3225	3006026674	8	30/04/2022	2022
3226	1006011116	14	30/04/2022	2022
3227	1138025880	72	30/04/2022	2022
3228	1068068001	74	30/04/2022	2022
3229	1100100001	29	30/04/2022	2022
3230	1007007001	120	30/04/2022	2022
3231	1008011826	152	30/04/2022	2022
3232	1008011832	113	30/04/2022	2022
3233	1008011830	69	30/04/2022	2022
3234	1001012526	384	30/04/2022	2022
3235	1001012610	14	30/04/2022	2022
3236	3001000072	131	30/04/2022	2022
3237	1001012530	180	30/04/2022	2022
3238	1001012498	18	30/04/2022	2022
3239	3001000020	220	30/04/2022	2022
3240	1001012548	138	30/04/2022	2022
3241	1001012570	15	30/04/2022	2022
3242	3001000022	158	30/04/2022	2022
3243	1001012542	124	30/04/2022	2022
3244	1001012594	12	30/04/2022	2022
3245	1001027165	104	30/04/2022	2022
3246	1001000099	111	30/04/2022	2022
3247	1001012524	110	30/04/2022	2022
3248	1001013129	52	30/04/2022	2022
3249	1001012512	24	30/04/2022	2022
3250	1001013119	17	30/04/2022	2022
3251	1001012602	83	30/04/2022	2022
3252	1001012596	19	30/04/2022	2022
3253	1001012588	1227	30/04/2022	2022
3254	1001012494	99	30/04/2022	2022
3255	1001012528	176	30/04/2022	2022
3256	1001012620	150	30/04/2022	2022
3257	3001000010	133	30/04/2022	2022
3258	3001000678	698	30/04/2022	2022
3259	3001012616	6	30/04/2022	2022
3260	1001012516	6	30/04/2022	2022
3261	1001012502	182	30/04/2022	2022
3262	1001014622	38	30/04/2022	2022
3263	1001012514	30	30/04/2022	2022
3264	1001013125	23	30/04/2022	2022
3265	1001012488	31	30/04/2022	2022
3266	1001319510	30	30/04/2022	2022
3267	1001012590	1265	30/04/2022	2022
3268	1001012546	93	30/04/2022	2022
3269	1001012574	214	30/04/2022	2022
3270	1001012598	133	30/04/2022	2022
3271	3001000074	143	30/04/2022	2022
3272	3001000679	492	30/04/2022	2022
3273	3001012592	7	30/04/2022	2022
3274	1001012550	6	30/04/2022	2022
3275	1001012566	124	30/04/2022	2022
3276	1001012508	24	30/04/2022	2022
3277	1001014620	109	30/04/2022	2022
3278	1001025680	22	30/04/2022	2022
3279	1001012578	259	30/04/2022	2022
3280	1001012492	106	30/04/2022	2022
3281	1001012586	198	30/04/2022	2022
3282	1001013863	149	30/04/2022	2022
3283	3001000063	158	30/04/2022	2022
3284	3001012522	10	30/04/2022	2022
3285	1001012556	7	30/04/2022	2022
3286	1001012532	224	30/04/2022	2022
3287	1001012510	21	30/04/2022	2022
3288	1001012490	96	30/04/2022	2022
3289	1001025621	203	30/04/2022	2022
3290	3001000071	126	30/04/2022	2022
3291	3001012572	11	30/04/2022	2022
3292	1001041508	13	30/04/2022	2022
3293	1001012518	516	30/04/2022	2022
3294	1001012562	23	30/04/2022	2022
3295	1001156508	30	30/04/2022	2022
3296	1001012558	93	30/04/2022	2022
3297	3001000073	116	30/04/2022	2022
3298	1001012540	229	30/04/2022	2022
3299	1001012554	21	30/04/2022	2022
3300	1001012552	114	30/04/2022	2022
3301	3001000045	167	30/04/2022	2022
3302	1001012520	138	30/04/2022	2022
3303	1001012496	12	30/04/2022	2022
3304	1001012538	92	30/04/2022	2022
3305	3001000050	123	30/04/2022	2022
3306	1001012536	136	30/04/2022	2022
3307	1001012606	16	30/04/2022	2022
3308	3001000055	135	30/04/2022	2022
3309	1001012534	174	30/04/2022	2022
3310	1001012506	19	30/04/2022	2022
3311	3001000079	120	30/04/2022	2022
3312	4201000111	1238	30/04/2022	2022
3313	1001012600	103	30/04/2022	2022
3314	1001012608	9	30/04/2022	2022
3315	1001013121	107	30/04/2022	2022
3316	1001013123	19	30/04/2022	2022
3317	3001000065	90	30/04/2022	2022
3318	3001000201	215	30/04/2022	2022
3319	3001000061	40	30/04/2022	2022
3320	3001013127	3	30/04/2022	2022
3321	3001012624	6	30/04/2022	2022
3322	1001000201	19	30/04/2022	2022
3323	1097010016	51	30/04/2022	2022
3324	1097010018	47	30/04/2022	2022
3325	1097139508	15	30/04/2022	2022
3326	3097011930	24	30/04/2022	2022
3327	1097019012	45	30/04/2022	2022
3328	1080008010	30	30/04/2022	2022
3329	1009015980	90	30/04/2022	2022
3330	1009015982	93	30/04/2022	2022
3331	3009000089	35	30/04/2022	2022
3332	1009083507	101	30/04/2022	2022
3333	1071071001	52	30/04/2022	2022
3334	1104104001	256	30/04/2022	2022
3335	1010016157	93	30/04/2022	2022
3336	1010016159	108	30/04/2022	2022
3337	3010000093	78	30/04/2022	2022
3338	1010023139	28	30/04/2022	2022
3339	1081081001	31	30/04/2022	2022
3340	1011019799	10	30/04/2022	2022
3341	1011013463	39	30/04/2022	2022
3342	1012015439	62	30/04/2022	2022
3343	1012015441	215	30/04/2022	2022
3344	1136021126	61	30/04/2022	2022
3345	1136167508	82	30/04/2022	2022
3346	1136114507	36	30/04/2022	2022
3347	1013014285	76	30/04/2022	2022
3348	1013014287	123	30/04/2022	2022
3349	1013027887	48	30/04/2022	2022
3350	1014014001	109	30/04/2022	2022
3351	1015012327	175	30/04/2022	2022
3352	1015012331	67	30/04/2022	2022
3353	1015012329	149	30/04/2022	2022
3354	1015012333	71	30/04/2022	2022
3355	1015012337	32	30/04/2022	2022
3356	3015017708	0	30/04/2022	2022
3357	1015012335	14	30/04/2022	2022
3358	3015000085	193	30/04/2022	2022
3359	1016019973	26	30/04/2022	2022
3360	1017016557	137	30/04/2022	2022
3361	1017016559	128	30/04/2022	2022
3362	3017000082	93	30/04/2022	2022
3363	1105105001	49	30/04/2022	2022
3364	1018001801	72	30/04/2022	2022
3365	1083083001	76	30/04/2022	2022
3366	1019015341	73	30/04/2022	2022
3367	1107019141	191	30/04/2022	2022
3368	1108144508	98	30/04/2022	2022
3369	1084084001	42	30/04/2022	2022
3370	1109109001	106	30/04/2022	2022
3371	1110020599	108	30/04/2022	2022
3372	1020020001	30	30/04/2022	2022
3373	1021022682	26	30/04/2022	2022
3374	1021015151	100	30/04/2022	2022
3375	1022014836	99	30/04/2022	2022
3376	1085019015	36	30/04/2022	2022
3377	1111026765	65	30/04/2022	2022
3378	1023023001	49	30/04/2022	2022
3379	1024014662	92	30/04/2022	2022
3380	1024014664	106	30/04/2022	2022
3381	3024000094	92	30/04/2022	2022
3382	1024014668	14	30/04/2022	2022
3383	1024014666	114	30/04/2022	2022
3384	1025025001	83	30/04/2022	2022
3385	1112022570	17	30/04/2022	2022
3386	1026026001	148	30/04/2022	2022
3387	1086022346	83	30/04/2022	2022
3388	1087087001	55	30/04/2022	2022
3389	1027015602	66	30/04/2022	2022
3390	1028012012	368	30/04/2022	2022
3391	1028012018	25	30/04/2022	2022
3392	3028000070	108	30/04/2022	2022
3393	1028012014	236	30/04/2022	2022
3394	1028012020	24	30/04/2022	2022
3395	3028000701	115	30/04/2022	2022
3396	1028012016	223	30/04/2022	2022
3397	1028012038	157	30/04/2022	2022
3398	1028012022	66	30/04/2022	2022
3399	3028012036	4	30/04/2022	2022
3400	1028012034	6	30/04/2022	2022
3401	1029015265	49	30/04/2022	2022
3402	1030015518	54	30/04/2022	2022
3403	1133011030	85	30/04/2022	2022
3404	1133011032	103	30/04/2022	2022
3405	3133000087	112	30/04/2022	2022
3406	1133013781	59	30/04/2022	2022
3407	1072072001	69	30/04/2022	2022
3408	1089089001	29	30/04/2022	2022
3409	1067006710	119	30/04/2022	2022
3410	1031014961	154	30/04/2022	2022
3411	1032032001	206	30/04/2022	2022
3412	3033000084	28	30/04/2022	2022
3413	1033016434	67	30/04/2022	2022
3414	1034034001	36	30/04/2022	2022
3415	1115115001	124	30/04/2022	2022
3416	1115168508	24	30/04/2022	2022
3417	1123123001	156	30/04/2022	2022
3418	1035035001	151	30/04/2022	2022
3419	1036036001	74	30/04/2022	2022
3420	1037037001	119	30/04/2022	2022
3421	1038038001	71	30/04/2022	2022
3422	1116021166	112	30/04/2022	2022
3423	1069069001	82	30/04/2022	2022
3424	1039013583	146	30/04/2022	2022
3425	1039013585	208	30/04/2022	2022
3426	1039017016	23	30/04/2022	2022
3427	1039013589	148	30/04/2022	2022
3428	3039088507	82	30/04/2022	2022
3429	1040014567	187	30/04/2022	2022
3430	1040014571	55	30/04/2022	2022
3431	1040014569	206	30/04/2022	2022
3432	1040062507	50	30/04/2022	2022
3433	1040014573	139	30/04/2022	2022
3434	1040277510	114	30/04/2022	2022
3435	3040000062	203	30/04/2022	2022
3436	1041041001	14	30/04/2022	2022
3437	1042016269	83	30/04/2022	2022
3438	1043043001	85	30/04/2022	2022
3439	1075075001	56	30/04/2022	2022
3440	1090090001	67	30/04/2022	2022
3441	1044004401	57	30/04/2022	2022
3442	1045012215	236	30/04/2022	2022
3443	1045012219	188	30/04/2022	2022
3444	3045012319	0	30/04/2022	2022
3445	1045012221	5	30/04/2022	2022
3446	1045012217	167	30/04/2022	2022
3447	3045000092	64	30/04/2022	2022
3448	1047047001	80	30/04/2022	2022
3449	1046016059	135	30/04/2022	2022
3450	1046059507	36	30/04/2022	2022
3451	1073022149	74	30/04/2022	2022
3452	3048000088	31	30/04/2022	2022
3453	1048015687	114	30/04/2022	2022
3454	1091091001	64	30/04/2022	2022
3455	1049013438	53	30/04/2022	2022
3456	1049013442	65	30/04/2022	2022
3457	1049013440	46	30/04/2022	2022
3458	3049000078	66	30/04/2022	2022
3459	1121018919	56	30/04/2022	2022
3460	1057057001	51	30/04/2022	2022
3461	1050005001	133	30/04/2022	2022
3462	1051013957	90	30/04/2022	2022
3463	1051013963	29	30/04/2022	2022
3464	1051013959	134	30/04/2022	2022
3465	1051013967	25	30/04/2022	2022
3466	1051013961	118	30/04/2022	2022
3467	1051013977	22	30/04/2022	2022
3468	1051013965	105	30/04/2022	2022
3469	1051013969	65	30/04/2022	2022
3470	1051013973	161	30/04/2022	2022
3471	3051023299	7	30/04/2022	2022
3472	3051014108	9	30/04/2022	2022
3473	1051013971	5	30/04/2022	2022
3474	1051013979	178	30/04/2022	2022
3475	3051000083	107	30/04/2022	2022
3476	3051000081	188	30/04/2022	2022
3477	1093093001	57	30/04/2022	2022
3478	1094094001	50	30/04/2022	2022
3479	1095095001	22	30/04/2022	2022
3480	1124124001	63	30/04/2022	2022
3481	1052052001	61	30/04/2022	2022
3482	1053053001	131	30/04/2022	2022
3483	1096096001	29	30/04/2022	2022
3484	1125125001	134	30/04/2022	2022
3485	1054054001	89	30/04/2022	2022
3486	3055000076	15	30/04/2022	2022
3487	1055015063	111	30/04/2022	2022
3488	1056056001	40	30/04/2022	2022
3489	1058058001	23	30/04/2022	2022
3490	1059016340	80	30/04/2022	2022
3491	1074074001	109	30/04/2022	2022
3492	1074017868	156	30/04/2022	2022
3493	1128128001	46	30/04/2022	2022
3494	1060015900	114	30/04/2022	2022
3495	1062062001	90	30/04/2022	2022
3496	1061011582	149	30/04/2022	2022
3497	3061350511	39	30/04/2022	2022
3498	1061011584	119	30/04/2022	2022
3499	1061011586	54	30/04/2022	2022
3500	1130130001	74	30/04/2022	2022
3501	1066066001	145	30/04/2022	2022
3502	1063014527	20	30/04/2022	2022
3503	1063014456	76	30/04/2022	2022
3504	1064015820	73	30/04/2022	2022
3505	1131374511	37	30/04/2022	2022
3506	1065065001	138	30/04/2022	2022
3507	1065065002	111	30/04/2022	2022
3508	1065361511	47	30/04/2022	2022
3509	1070011388	109	31/05/2022	2022
3510	1070011390	98	31/05/2022	2022
3511	3070000090	122	31/05/2022	2022
3512	1070011392	83	31/05/2022	2022
3513	1076076001	124	31/05/2022	2022
3514	1002000210	38	31/05/2022	2022
3515	1003003001	138	31/05/2022	2022
3516	1004026445	47	31/05/2022	2022
3517	1004004001	69	31/05/2022	2022
3518	1005011703	84	31/05/2022	2022
3519	1005011707	25	31/05/2022	2022
3520	1005011705	105	31/05/2022	2022
3521	1005011972	86	31/05/2022	2022
3522	1005011711	116	31/05/2022	2022
3523	3005000075	96	31/05/2022	2022
3524	3005011814	0	31/05/2022	2022
3525	3005023099	0	31/05/2022	2022
3526	1005011709	4	31/05/2022	2022
3527	1077077001	30	31/05/2022	2022
3528	1006011106	163	31/05/2022	2022
3529	1006011110	48	31/05/2022	2022
3530	1006011108	145	31/05/2022	2022
3531	3006012001	182	31/05/2022	2022
3532	1006011906	150	31/05/2022	2022
3533	1006011114	45	31/05/2022	2022
3534	1006011118	175	31/05/2022	2022
3535	3006000077	189	31/05/2022	2022
3536	1006026148	137	31/05/2022	2022
3537	1006011122	23	31/05/2022	2022
3538	3006000091	223	31/05/2022	2022
3539	1006022720	202	31/05/2022	2022
3540	1006027447	22	31/05/2022	2022
3541	1006011112	132	31/05/2022	2022
3542	1006011120	47	31/05/2022	2022
3543	3006026674	8	31/05/2022	2022
3544	1006011116	14	31/05/2022	2022
3545	1138025880	72	31/05/2022	2022
3546	1068068001	74	31/05/2022	2022
3547	1100100001	29	31/05/2022	2022
3548	1007007001	120	31/05/2022	2022
3549	1008011826	152	31/05/2022	2022
3550	1008011832	113	31/05/2022	2022
3551	1008011830	69	31/05/2022	2022
3552	1001012526	384	31/05/2022	2022
3553	1001012610	14	31/05/2022	2022
3554	3001000072	131	31/05/2022	2022
3555	1001012530	180	31/05/2022	2022
3556	1001012498	18	31/05/2022	2022
3557	3001000020	220	31/05/2022	2022
3558	1001012548	138	31/05/2022	2022
3559	1001012570	15	31/05/2022	2022
3560	3001000022	158	31/05/2022	2022
3561	1001012542	124	31/05/2022	2022
3562	1001012594	12	31/05/2022	2022
3563	1001027165	104	31/05/2022	2022
3564	1001000099	111	31/05/2022	2022
3565	1001012524	110	31/05/2022	2022
3566	1001013129	52	31/05/2022	2022
3567	1001012512	24	31/05/2022	2022
3568	1001013119	17	31/05/2022	2022
3569	1001012602	83	31/05/2022	2022
3570	1001012596	19	31/05/2022	2022
3571	1001012588	1227	31/05/2022	2022
3572	1001012494	99	31/05/2022	2022
3573	1001012528	176	31/05/2022	2022
3574	1001012620	150	31/05/2022	2022
3575	3001000010	133	31/05/2022	2022
3576	3001000678	698	31/05/2022	2022
3577	3001012616	6	31/05/2022	2022
3578	1001012516	6	31/05/2022	2022
3579	1001012502	182	31/05/2022	2022
3580	1001014622	38	31/05/2022	2022
3581	1001012514	30	31/05/2022	2022
3582	1001013125	23	31/05/2022	2022
3583	1001012488	31	31/05/2022	2022
3584	1001319510	30	31/05/2022	2022
3585	1001012590	1265	31/05/2022	2022
3586	1001012546	93	31/05/2022	2022
3587	1001012574	214	31/05/2022	2022
3588	1001012598	133	31/05/2022	2022
3589	3001000074	143	31/05/2022	2022
3590	3001000679	492	31/05/2022	2022
3591	3001012592	7	31/05/2022	2022
3592	1001012550	6	31/05/2022	2022
3593	1001012566	124	31/05/2022	2022
3594	1001012508	24	31/05/2022	2022
3595	1001014620	109	31/05/2022	2022
3596	1001025680	22	31/05/2022	2022
3597	1001012578	259	31/05/2022	2022
3598	1001012492	106	31/05/2022	2022
3599	1001012586	198	31/05/2022	2022
3600	1001013863	149	31/05/2022	2022
3601	3001000063	158	31/05/2022	2022
3602	3001012522	10	31/05/2022	2022
3603	1001012556	7	31/05/2022	2022
3604	1001012532	224	31/05/2022	2022
3605	1001012510	21	31/05/2022	2022
3606	1001012490	96	31/05/2022	2022
3607	1001025621	203	31/05/2022	2022
3608	3001000071	126	31/05/2022	2022
3609	3001012572	11	31/05/2022	2022
3610	1001041508	13	31/05/2022	2022
3611	1001012518	516	31/05/2022	2022
3612	1001012562	23	31/05/2022	2022
3613	1001156508	30	31/05/2022	2022
3614	1001012558	93	31/05/2022	2022
3615	3001000073	116	31/05/2022	2022
3616	1001012540	229	31/05/2022	2022
3617	1001012554	21	31/05/2022	2022
3618	1001012552	114	31/05/2022	2022
3619	3001000045	167	31/05/2022	2022
3620	1001012520	138	31/05/2022	2022
3621	1001012496	12	31/05/2022	2022
3622	1001012538	92	31/05/2022	2022
3623	3001000050	123	31/05/2022	2022
3624	1001012536	136	31/05/2022	2022
